verb,sentence,trans,trans_binary_form,v_type,v_tense,dir,ani_sub,ani_obj,ani_match,plu_num_np,plu_sub,plu_obj,conj,rcp_phrase,category
rhyme,Marbury rhymes with STARbury,0,1,1,1,1,1,0,0,1,0,0,0,1,1
rhyme,Yesha rhymes with Pesha,0,1,1,1,1,1,0,0,1,0,0,0,1,1
rhyme,Venice rhymes with Kenneth,0,1,1,1,1,0,1,0,1,0,0,0,1,1
rhyme,Soren rhymes with Lauren,0,1,1,1,1,1,1,1,1,0,0,0,1,1
rhyme,Coubrough rhymes with Cobra,0,1,1,1,1,1,0,0,1,0,0,0,1,1
rhyme,Lani rhymes with Bonnie,0,1,1,1,1,1,1,1,1,0,0,0,1,1
rhyme,Kamala rhymes with Malala,0,1,1,1,1,1,1,1,1,0,0,0,1,1
rhyme,C rhymes with B,0,1,1,1,1,0,0,1,1,0,0,0,1,1
rhyme,Chewie rhymes with Jewy,0,1,1,1,1,1,0,0,1,0,0,0,1,1
rhyme,Tuesday rhymes with Moosday,0,1,1,1,1,0,0,1,1,0,0,0,1,1
rhyme,Parkour rhymes with Part,0,1,1,1,1,0,0,1,1,0,0,0,1,1
rhyme,Madge rhymes with New York,0,1,1,1,1,1,0,0,1,0,0,0,1,1
rhyme,Kagami rhymes with Nagami,0,1,1,1,1,1,1,1,1,0,0,0,1,1
rhyme,Afghanistan rhymes with Vietnam,0,1,1,1,1,0,0,1,1,0,0,0,1,1
rhyme,Yoenis rhymes with Dennis,0,1,1,1,1,1,1,1,1,0,0,0,1,1
rhyme,Bollywood rhymes with Hollywood,0,1,1,1,1,0,0,1,1,0,0,0,1,1
rhyme,DVD and Blu-ray rhyme,0,0,1,1,0,0,0,1,1,1,0,1,0,1
rhyme,Simpson and M.E.D. rhyme,0,0,1,1,0,1,0,1,1,1,0,1,0,1
rhyme,Wiki and Hak rhyme,0,0,1,1,0,1,0,1,1,1,0,1,0,1
rhyme,Jemaine and Bret rhyme,0,0,1,1,0,1,0,1,1,1,0,1,0,1
rhyme,Invincible and Finale rhyme,0,0,1,1,0,0,0,1,1,1,0,1,0,1
rhyme,Rhy and Mai rhymed,0,0,1,0,0,1,0,1,1,1,0,1,0,1
rhyme,Jack and Jill rhyme,0,0,1,1,0,1,0,1,1,1,0,1,0,1
rhyme,NBP and IAE rhyme,0,0,1,1,0,0,0,1,1,1,0,1,0,1
rhyme,CRO and SEO rhyme,0,0,1,1,0,0,0,1,1,1,0,1,0,1
rhyme,GENUINELY and CORRECTLY rhyme,0,0,1,1,0,0,0,1,1,1,0,1,0,1
rhyme,Allah rhymes,0,0,1,1,0,1,0,1,0,0,0,1,0,1
rhyme,Jay Z rhymes,0,0,1,1,0,1,0,1,0,0,0,1,0,1
date,George dates Evie,1,0,0,1,1,1,1,1,1,0,0,0,0,1
date,George dates Allison,1,0,0,1,1,1,1,1,1,0,0,0,0,1
date,Ned dates Rachel,1,0,0,1,1,1,1,1,1,0,0,0,0,1
date,Gigi dated Joe,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,Morris dated Brandy,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,Lea dated Cory,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,Marcum dated Jack,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,Berry dated Chicago girl,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,Henderson dated Marianne  ,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,Leo dated Toni  ,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,Brown dated Ronstadt  ,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,Charlie dated Carole,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,Grisales dated Ronaldo,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,Ron dated Lavender,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,MacDonald dated Stone,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,Adam dated Zendaya,1,0,0,0,1,1,1,1,1,0,0,0,0,1
date,Imran Khan and Zeenat Aman dated each other,1,0,0,0,0,1,1,1,1,1,0,1,1,1
date,The models dated each other,0,0,0,0,0,1,1,1,1,1,1,0,1,1
date,Amber and Chris dated,0,0,0,0,0,1,1,1,1,1,0,1,0,1
date,Dean and Darcee dated ,0,0,0,0,0,1,1,1,1,1,0,1,0,1
date,Tom and Lucy dated ,0,0,0,0,0,1,1,1,1,1,0,1,0,1
date,Ty and Danielle dated,0,0,0,0,0,1,1,1,1,1,0,1,0,1
date,Yagalla and Sandy dated ,0,0,0,0,0,1,1,1,1,1,0,1,0,1
date,We dated until June,0,0,0,0,0,1,1,1,0,1,0,0,0,1
date,We date for years,0,0,0,1,0,1,1,1,0,1,0,0,0,1
match,Crouch matched Koyiaki,1,0,1,0,1,1,1,1,1,0,0,0,0,1
match,G matches C,1,0,1,1,1,0,0,1,1,0,0,0,0,1
match,Hammel matches Harvey,1,0,1,1,1,1,1,1,1,0,0,0,0,1
match,The voice did not match Taylor,1,0,1,0,1,1,0,0,1,0,0,0,0,0
match,HLA matched BMT,1,0,1,0,1,0,0,1,1,0,0,0,0,1
match,Skoll matches 5k,1,0,1,1,1,1,0,0,1,0,0,0,0,0
match,Decorist matched Kyla,1,0,1,0,1,1,1,1,1,0,0,0,0,1
match,http://www.example.com/* matches http://www.example.com/,1,0,1,1,1,0,0,1,1,0,0,0,0,1
match,"http://www.example.com/*?* matches http://www.example.com/users?_action=create ,",1,0,1,1,1,0,0,1,1,0,0,0,0,1
match,Dreamweaver matches B2B,1,0,1,1,1,0,0,1,1,0,0,0,0,1
match,Valdez matched Ruth,1,0,1,0,1,1,1,1,1,0,0,0,0,1
match,Detwiler matched Keuchel,1,0,1,0,1,1,1,1,1,0,0,0,0,1
match,Clarkson matched with Nazem,0,1,1,0,0,1,1,1,1,0,0,0,0,1
match,Radich matched with Ian,0,1,1,0,0,1,1,1,1,0,0,1,0,1
match,Hadith matched with Quran,0,1,1,0,0,0,0,1,1,0,0,1,0,1
match,The grant matched with City funds,0,1,1,0,0,0,0,1,1,0,0,1,0,1
match,Harpreet Narula and Raveena Tandon matched each other,1,0,1,0,0,1,1,1,1,1,0,1,1,1
match,Jin Di and Azmy Mehelba matched each other,1,0,1,0,0,1,1,1,1,1,0,1,1,1
match,Feijen and Bergman matched each other,1,0,1,0,0,1,1,1,1,1,0,1,1,1
match,B1 and MAb matched each other,1,0,1,0,0,0,0,1,1,1,0,1,1,1
match,Bryn and Jake matching each other,1,0,1,1,0,1,1,1,1,1,0,1,1,1
match,AC and DoC match each other,1,0,1,1,0,0,0,1,1,1,0,1,1,1
match,Teresa Lu and Jin Young Ko matched each other,1,0,1,0,0,1,1,1,1,1,0,1,1,1
match,The observations on the Compass Island matched each other,1,0,1,0,0,0,0,1,1,1,1,0,1,1
match,Now you and Grunt match each other,1,0,1,1,0,1,1,1,1,1,0,1,1,1
match,The Wildcats and Golden Eagles matched each other,1,0,1,0,0,1,1,1,1,1,1,1,1,1
match,SDN and NFV match each other,1,0,1,1,0,0,0,1,1,1,0,1,1,1
match,Expectations for the sons in Death of a Salesman match each other,1,0,1,1,0,0,1,0,1,1,1,1,1,0
match,Task manager and PRTG match each other,1,0,1,1,0,0,0,1,1,1,0,1,1,1
match,Corp and Corporation match each other,1,0,1,1,0,0,0,1,1,1,0,1,1,1
match,Jin Di and Azmy Mehelba matched each other,1,0,1,0,0,1,1,1,1,1,0,1,1,1
match,They matched each other in terms of taste,1,0,1,0,0,1,1,1,1,1,1,0,1,1
match,LeMond and Hinault matched each other,1,0,1,0,0,1,1,1,1,1,0,1,1,1
match,Two-time world champion and the tournament newcomer matched each other,1,0,1,0,0,1,1,1,1,1,0,1,1,1
match,Norma and her husband Gary matched each other,1,0,1,0,0,1,1,1,1,1,0,1,1,1
match,She and I matched,0,0,1,0,0,1,1,1,1,1,0,1,0,1
resemble,Sirion resembled Alqualond,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,Flass resembled Harvey,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,Pawlenty resembled Barack,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,DOXY resembled UT,1,0,1,0,1,0,0,1,1,0,0,0,0,1
resemble,Belfast resembled West,1,0,1,0,1,0,0,1,1,0,0,0,0,1
resemble,Malawi resembled Sparta,1,0,1,0,1,0,0,1,1,0,0,0,0,1
resemble,Potter resembles James,1,0,1,1,1,1,1,1,1,0,0,0,0,1
resemble,Deserian resembled Abydonian,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,Jesus resembled God,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,Ambrose resembled Vinod,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,Joe resembled Dwayne,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,She resembled a skunk,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,Iqbal resembled Tagore,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,Harry resembled James,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,Cambodia resembled Thailand,1,0,1,0,1,0,0,1,1,0,0,0,0,1
resemble,Beijing resembled Jakarta,1,0,1,0,1,0,0,1,1,0,0,0,0,1
resemble,New Jersey resembled New York,1,0,1,0,1,0,0,1,1,0,0,0,0,1
resemble,New Jersey resembled Virginia,1,0,1,0,1,0,0,1,1,0,0,0,0,1
resemble,Switzerland resembled Jesus,1,0,1,0,1,0,1,0,1,0,0,0,0,0
resemble,Holmes resembled Kennedy,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,Zabrak resembled Humans,1,0,1,0,1,1,1,1,1,0,1,0,0,1
resemble,The Rangers resembled Jesus,1,0,1,0,1,0,0,1,1,1,0,0,0,1
resemble,The Assassins resembled Ching,1,0,1,0,1,1,1,1,1,1,0,0,0,1
resemble,Karen resembled Sasami,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,Diu resembled Davos,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,Israel resembled SA,1,0,1,0,1,1,1,1,1,0,0,0,0,1
resemble,Anna and Eileen resembled each other,1,0,1,0,0,1,1,1,1,1,0,1,1,1
resemble,Gary and George resembled each other,1,0,1,0,0,1,1,1,1,1,0,1,1,1
resemble,The linguistic and literacy maps of Europe resembled each other,1,0,1,0,0,0,0,1,1,1,1,1,1,1
resemble,The expressions of Cul-1; Cul-2; and Cul-3 resembled each other,1,0,1,0,0,0,0,1,1,1,1,1,1,1
resemble,The results of Experiments II and III resembled each other,1,0,1,0,0,0,0,1,1,1,1,1,1,1
resemble,The curves of LBP and NP resembled each other,1,0,1,0,0,0,0,1,1,1,1,1,1,1
resemble,Mars and Earth resembled each other,1,0,1,0,0,0,0,1,1,1,1,1,1,1
resemble,The Ps and Qs resembled each other,1,0,1,0,0,0,0,1,1,1,1,1,1,1
resemble,She and the real Saint Nicholas resembled each other,1,0,1,0,0,1,1,1,1,1,0,1,1,1
meet,News met Lina,1,0,0,0,1,0,1,0,1,1,0,0,0,0
meet,Elizabeth meets New Zealand Rugby team,1,0,0,1,1,1,1,1,1,0,1,0,0,1
meet,Sai meets Akira,1,0,0,1,1,1,1,1,1,0,0,0,0,1
meet,Kapur met USC Provost Garrett and Dean Yortsos,1,0,0,0,1,1,1,1,1,0,1,1,0,1
meet,Jin meets Sun for the first time,1,0,0,1,1,1,1,1,1,0,0,0,0,1
meet,Woodward met Newman in 1953,1,0,0,0,1,1,1,1,1,0,0,0,0,1
meet,Pairvi met justice,1,0,0,0,1,1,0,0,1,0,0,0,0,0
meet,Europe meets Asia,1,0,0,1,1,0,0,1,1,0,0,0,0,1
meet,Minister meets Premier Wen,1,0,0,1,1,1,1,1,1,0,0,0,0,1
meet,Sam met Moat,1,0,0,0,1,1,1,1,1,0,0,0,0,1
meet,Versace meets H&M,1,0,0,1,1,0,0,1,1,0,0,0,0,1
meet,Postlethwaite met Patrick,1,0,0,0,1,1,1,1,1,0,0,0,0,1
meet,Matt met Jason,1,0,0,0,1,1,1,1,1,0,0,0,0,1
meet,Sanders met Sullivan,1,0,0,0,1,1,1,1,1,0,0,0,0,1
meet,Mahama met Indian Prime Minister,1,0,0,0,1,1,1,1,1,0,0,0,0,1
meet,Doc meets MC,1,0,0,1,1,1,1,1,1,0,0,0,0,1
meet,ANRBI meets USDA training requirements,1,0,0,1,1,1,0,0,1,0,1,0,0,0
meet,Taj met Yakzan,1,0,0,0,1,1,1,1,1,0,0,0,0,1
meet,Manjhi met Governor Tripathi,1,0,0,0,1,1,1,1,1,0,0,0,0,1
meet,Aliyeva met Alain Beretz,1,0,0,0,1,1,1,1,1,0,0,0,0,1
meet,Love and Sebastian meet each other,1,0,0,1,0,1,1,1,1,1,0,1,1,1
meet,Hermann and Clarissa meet each other,1,0,0,1,0,1,1,1,1,1,0,1,1,1
meet,Doggett and Kersh meet each other,1,0,0,1,0,1,1,1,1,1,0,1,1,1
meet,Bonao and Constanza meet each other,1,0,0,1,0,1,1,1,1,1,0,1,1,1
meet,Luke and Lucy meet each other,1,0,0,1,0,1,1,1,1,1,0,1,1,1
meet,Zarraga and Rosenberg met each other,1,0,0,0,0,1,1,1,1,1,0,1,1,1
meet,Sam and Dean meet each other,1,0,0,1,0,1,1,1,1,1,0,1,1,1
meet,Charm and Sterlia met each other,1,0,0,0,0,1,1,1,1,1,0,1,1,1
meet,Okereke and Lissack met each other,1,0,0,0,0,1,1,1,1,1,0,1,1,1
meet,Anna and Michael met each other,1,0,0,0,0,1,1,1,1,1,0,1,1,1
meet,Tyson and Mac met each other,1,0,0,0,0,1,1,1,1,1,0,1,1,1
meet,Carrasco and Flores met each other,1,0,0,0,0,1,1,1,1,1,0,1,1,1
meet,Rajat and Mukta meet each other,1,0,0,1,0,1,1,1,1,1,0,1,1,1
meet,Thermaltake and TCM met each other,1,0,0,0,0,0,0,1,1,1,0,1,1,1
meet,Network and IMO meet each other,1,0,0,1,0,0,0,1,1,1,0,1,1,1
meet,Marcus and Max met each other,1,0,0,0,0,1,1,1,1,1,0,1,1,1
meet,Pitter and Patter meet each other,1,0,0,1,0,1,1,1,1,1,0,1,1,1
meet,Germany and France meet each other,1,0,0,1,0,0,0,1,1,1,0,1,1,1
meet,Tim and Amanda met each other,1,0,0,0,0,1,1,1,1,1,0,1,1,1
share,Morgan shared with El,0,1,1,0,1,1,1,1,1,0,0,0,1,1
share,Florey shares with Sir,0,1,1,1,1,1,1,1,1,0,0,0,1,1
share,Tsarnaeva shared with Tamerlan,0,1,1,0,1,1,1,1,1,0,0,0,1,1
share,Augustine shared with Clement,0,1,1,0,1,1,1,1,1,0,0,0,1,1
share,NovaGold shared with Barrick,0,1,1,0,1,0,1,0,1,0,0,0,1,1
share,Clinton shared with President,0,1,1,0,1,1,1,1,1,0,0,0,1,1
share,Mastick shared with Roosevelt,0,1,1,0,1,1,1,1,1,0,0,0,1,1
share,Caithness shares with Estonia,0,1,1,1,1,0,0,1,1,0,0,0,1,1
share,Carter shared with Fauquier,0,1,1,0,1,1,1,1,1,0,0,0,1,1
share,Brett shares with Ramon,0,1,1,1,1,1,1,1,1,0,0,0,1,1
share,City shares with Al,0,1,1,1,1,0,0,1,1,0,0,0,1,1
share,Juri shared with Shiori,0,1,1,0,1,1,1,1,1,0,0,0,1,1
share,U.S. and India share,0,0,1,1,0,0,0,1,1,0,0,1,0,1
share,Ali and Cesar shared,0,0,1,0,0,1,1,1,1,0,0,1,0,1
share,Argentina and Spain share,0,0,1,1,0,0,0,1,1,0,0,1,0,1
share,Sarah and Livia share,0,0,1,1,0,1,1,1,1,0,0,1,0,1
share,Obama and Lenin share,0,0,1,1,0,1,1,1,1,0,0,1,0,1
share,Bridget and Joshua shared,0,0,1,0,0,1,1,1,1,0,0,1,0,1
share,Greta and Hillary share,0,0,1,1,0,1,1,1,1,0,0,1,0,1
share,Klerk and Mandela shared,0,0,1,0,0,1,1,1,1,0,0,1,0,1
share,Brown and Elaine shared,0,0,1,0,0,1,1,1,1,0,0,1,0,1
share,Popovic and Schindele share,0,0,1,1,0,1,1,1,1,0,0,1,0,1
share,Roslin and Athena share,0,0,1,1,0,1,1,1,1,0,0,1,0,1
share,Tallulah and Archibald share,0,0,1,1,0,1,1,1,1,0,0,1,0,1
share,John shared,0,0,1,0,0,1,0,1,0,0,0,0,0,1
share,Neil shared,0,0,1,0,0,1,0,1,0,0,0,0,0,1
share,Heidi shared,0,0,1,0,0,1,0,1,0,0,0,0,0,1
share,Lara shared,0,0,1,0,0,1,0,1,0,0,0,0,0,1
share,Paul and Doc share with each other,0,1,1,1,0,1,0,1,1,1,0,1,1,1
share,Ethan and Nara share with each other,0,1,1,1,0,1,0,1,1,1,0,1,1,1
share,Denmark and China share with each other,0,1,1,1,0,0,0,1,1,1,0,1,1,1
share,Adina and Will share with each other,0,1,1,1,0,1,0,1,1,1,0,1,1,1
share,Katniss and Peeta share with each other,0,1,1,1,0,1,0,1,1,1,0,1,1,1
share,Choruses and Quartets share with each other,0,1,1,1,0,0,0,1,1,1,0,1,1,1
combine,FEC-docetaxel combined with lapatinib,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,House combined with Nu,0,1,0,0,1,1,1,1,1,0,0,0,0,1
combine,Chopra combined with Tim,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,Kiehne combined with Rainey,0,1,0,0,1,1,1,1,1,0,0,0,0,1
combine,CRS combined with SH,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,Association combined with Rotor,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,Excel combined with VBA,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,MK-3475 combined with Len,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,CVSTOBVS combined with 10X,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,PS combined with PR,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,Vista combined with Windows,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,Technique combined with Corrective,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,ASCII combined with GB,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,Everolimus combined with Bevacizumab,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,Toere combined with Ivo,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,InternetPassport combined with OpenID,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,Biloba combined with Phospholipids,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,Messi combined with Ronaldhino,0,1,0,0,1,1,1,1,1,0,0,0,0,1
combine,Globule combined with DNS,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,HPLC combined with UV,0,1,0,0,1,0,0,1,1,0,0,0,0,1
combine,Jack and Jill combined,0,0,0,0,0,1,1,1,1,0,0,0,0,1
combine,We combined our problems,0,0,0,0,0,1,1,1,0,1,1,0,0,1
combine,X and Y combined to make Z,0,1,0,0,0,0,0,1,1,1,0,1,0,1
mix,A guy mixes Spanish and Hebrew,1,0,0,1,1,1,0,0,1,0,1,1,0,0
mix,RB mixed with CA,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,FCA mixed with PBS,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Rice mixed with Gobi,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Contemporary mixed with HipHop,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,CO mixed with H2O,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Sriracha mixed with Cholula,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Black mixed with Grey,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Team mixed land with ocean,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,MTA mixed with Na2HPO4,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,SRAM mixed with Shimano,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Spanish mixed with Hebrew,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Modelkrak mixed with Seals,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Vodka mixed with Cherry,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Tylenol mixed with Advil,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Fernet mixed with Coke,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Tyrantrum-EX mixed with Metal,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Adele mixed with Bruno,0,1,0,0,1,1,1,1,1,0,0,0,0,1
mix,Superman mixed with Professor,0,1,0,0,1,1,1,1,1,0,0,0,0,1
mix,Reggae mixed with jazz,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Turquoise mixed with Aquamarine,0,1,0,0,1,0,0,1,1,0,0,0,0,1
mix,Sulfide and nitride mixed with each other,0,1,0,0,0,0,0,1,1,1,0,0,1,1
mix,Love and poison mix with each other well,0,1,0,0,0,0,0,1,1,1,0,0,1,1
mix,Garlic and onion mixed with each other,0,1,0,0,0,0,0,1,1,1,0,0,1,1
discuss,Salih discussed with South,0,1,0,0,1,0,0,1,1,0,0,0,0,1
discuss,Shushkevich discussed with GAIN,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Fitzgerald discussed with Judge,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Hank discussed with Carol,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,MG discussed with Elmar,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Entsch discussed with Peter,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Peter discussed with Jack,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Sarkozy discussed with President,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Weigensberg discussed with Founder,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Sibal discussed with Premier,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Grice discussed with Fisher,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Regulation discussed with John,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Brussels discussed with Georges,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Perry discussed with Herrscher,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Bahia discussed with Environmental,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,USA discussed with Russia,0,1,0,0,1,0,0,1,1,0,0,0,0,1
discuss,Hazelwood discussed with Vice,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,PPCRV discussed with Fr,0,1,0,0,1,0,0,1,1,0,0,0,0,1
discuss,Walsh discussed with Denis,0,1,0,0,1,1,1,1,1,0,0,0,0,1
discuss,Tim discussed,0,0,0,0,0,1,1,1,0,0,0,0,0,1
discuss,Carlson discusses,0,0,0,1,0,1,1,1,0,0,0,0,0,1
discuss,Richey discusses,0,0,0,1,0,1,1,1,0,0,0,0,0,1
discuss,Kate discusses,0,0,0,1,0,1,1,1,0,0,0,0,0,1
discuss,Corita discussed,0,0,0,0,0,1,1,1,0,0,0,0,0,1
discuss,God and Abraham discussed with each other,0,1,0,0,0,1,1,1,1,1,0,1,1,1
discuss,VF2 and VF10 discussed with each other,0,1,0,0,0,0,0,1,1,1,0,1,1,1
discuss,The artist duo Gil & Moti and author Nir Baram discussed with each other,0,1,0,0,0,1,1,1,1,1,0,1,1,1
discuss,Colorado and Jordan discussed,0,0,0,0,0,1,1,1,1,1,0,1,0,1
discuss,Nikolic and Hollande discussed,0,0,0,0,0,1,1,1,1,1,0,1,0,1
discuss,Maitreyanath and Vivekaratna discussed,0,0,0,0,0,1,1,1,1,1,0,1,0,1
discuss,Drehel and Streiker discussed,0,0,0,0,0,1,1,1,1,1,0,1,0,1
discuss,Kunz and Park discussed,0,0,0,0,0,1,1,1,1,1,0,1,0,1
discuss,Simon and Prophet discussed,0,0,0,0,0,1,1,1,1,1,0,1,0,1
discuss,Netanyahu and Abdullah discussed,0,0,0,0,0,1,1,1,1,1,0,1,0,1
discuss,Simon and McKough discussed,0,0,0,0,0,1,1,1,1,1,0,1,0,1
